-1.400094985961914062e+01,-2.027659988403320312e+01,-3.915317153930664062e+01,-4.896567535400390625e+01,-3.625453948974609375e+01,-4.062263107299804688e+01,-3.508876037597656250e+01,-4.407995223999023438e+01,-3.456172180175781250e+01,-3.033169174194335938e+01,-3.059237480163574219e+01,-3.570365142822265625e+01,-2.690790748596191406e+01,-3.020320892333984375e+01,-3.219527053833007812e+01,-2.990830612182617188e+01,-3.279142761230468750e+01,-3.357791519165039062e+01,-4.921331024169921875e+01,-3.668600463867187500e+01,-3.951418304443359375e+01,-4.728912734985351562e+01,-3.398573684692382812e+01,-3.937750625610351562e+01,-2.842015647888183594e+01,-2.441905975341796875e+01,-2.420788192749023438e+01,-2.411430740356445312e+01,-2.350234413146972656e+01,-2.460967254638671875e+01,-3.823804092407226562e+01,-2.609687995910644531e+01,-2.626517105102539062e+01,-3.155680656433105469e+01,-3.824724197387695312e+01
-1.581521148681640625e+02,-2.004813232421875000e+02,-2.117717285156250000e+02,-2.251265258789062500e+02,-2.049963684082031250e+02,-2.124879913330078125e+02,-2.090327758789062500e+02,-2.180808105468750000e+02,-2.085930480957031250e+02,-2.043554687500000000e+02,-2.046684112548828125e+02,-2.102327117919921875e+02,-2.014503173828125000e+02,-2.047349243164062500e+02,-2.066671905517578125e+02,-2.044504241943359375e+02,-2.072904052734375000e+02,-2.079990844726562500e+02,-2.237989501953125000e+02,-2.109429931640625000e+02,-2.137518157958984375e+02,-2.216436309814453125e+02,-2.082429199218750000e+02,-2.137340087890625000e+02,-2.027913970947265625e+02,-1.987563476562500000e+02,-1.987542724609375000e+02,-1.984160461425781250e+02,-1.978582000732421875e+02,-1.990122680664062500e+02,-2.126357574462890625e+02,-2.003418426513671875e+02,-2.003985595703125000e+02,-2.056910858154296875e+02,-2.126890716552734375e+02
6.562149524688720703e+00,-6.080179595947265625e+01,-6.816204071044921875e+01,-7.846667480468750000e+01,-6.202114486694335938e+01,-6.619370269775390625e+01,-7.036199951171875000e+01,-7.603177642822265625e+01,-6.649506378173828125e+01,-6.226769256591796875e+01,-6.599274444580078125e+01,-7.130274963378906250e+01,-6.257741165161132812e+01,-6.587313842773437500e+01,-6.791762542724609375e+01,-6.557679748535156250e+01,-6.838790893554687500e+01,-6.909793853759765625e+01,-8.484741973876953125e+01,-7.182772827148437500e+01,-7.494838714599609375e+01,-8.282034301757812500e+01,-6.944824981689453125e+01,-7.480745697021484375e+01,-6.393250656127929688e+01,-5.992351913452148438e+01,-5.987975311279296875e+01,-5.962791824340820312e+01,-5.902525329589843750e+01,-6.013469314575195312e+01,-7.375362396240234375e+01,-6.155413818359375000e+01,-6.174988174438476562e+01,-6.704689025878906250e+01,-7.375267791748046875e+01
3.149041938781738281e+01,1.113162994384765625e+01,-2.366826629638671875e+01,-3.805727386474609375e+01,-2.157608222961425781e+01,-2.594603538513183594e+01,-2.071514892578125000e+01,-2.974449157714843750e+01,-2.041452980041503906e+01,-2.306634712219238281e+01,-2.584000015258789062e+01,-3.095274162292480469e+01,-2.223002624511718750e+01,-2.542265701293945312e+01,-2.698546409606933594e+01,-2.523348999023437500e+01,-2.838768768310546875e+01,-2.910073089599609375e+01,-4.457980346679687500e+01,-3.200891494750976562e+01,-3.487154388427734375e+01,-4.263060760498046875e+01,-2.936554527282714844e+01,-3.480980300903320312e+01,-2.392231750488281250e+01,-1.967989921569824219e+01,-1.955323791503906250e+01,-1.937775802612304688e+01,-1.892998123168945312e+01,-2.008335494995117188e+01,-3.373751831054687500e+01,-2.146679115295410156e+01,-2.147007369995117188e+01,-2.675563812255859375e+01,-3.373592376708984375e+01
3.255717086791992188e+01,1.219837951660156250e+01,1.057249355316162109e+01,7.414801120758056641e-01,1.718389511108398438e+01,2.453559637069702148e+00,7.738055706024169922e+00,-3.934848546981811523e+00,3.796666383743286133e+00,7.775062561035156250e+00,6.185917377471923828e+00,1.069599747657775879e+00,9.867002487182617188e+00,6.569681167602539062e+00,5.810482025146484375e+00,6.868160247802734375e+00,4.047124385833740234e+00,3.316940069198608398e+00,-1.247732734680175781e+01,4.189144372940063477e-01,-2.553400516510009766e+00,-1.031645011901855469e+01,3.088327884674072266e+00,-2.406584024429321289e+00,8.550759315490722656e+00,1.255985832214355469e+01,1.256309318542480469e+01,1.286594200134277344e+01,1.345873737335205078e+01,1.234858894348144531e+01,-1.438671350479125977e+00,1.085820770263671875e+01,1.087665843963623047e+01,5.586189746856689453e+00,-1.332008004188537598e+00
6.562149524688720703e+00,-5.686533927917480469e+00,-1.697692871093750000e+01,-2.682819938659667969e+01,-1.034450626373291016e+01,-1.461649990081787109e+01,-1.120936298370361328e+01,-2.021160888671875000e+01,-1.062807178497314453e+01,-6.335369110107421875e+00,-6.725991249084472656e+00,-1.189636707305908203e+01,-3.077562332153320312e+00,-6.413259983062744141e+00,-8.436864852905273438e+00,-6.053437232971191406e+00,-9.878632545471191406e+00,-1.058122920989990234e+01,-2.633401870727539062e+01,-1.361117458343505859e+01,-1.642229270935058594e+01,-2.399148941040039062e+01,-1.091671943664550781e+01,-1.640751075744628906e+01,-5.391127109527587891e+00,-1.297948002815246582e+00,-1.221523642539978027e+00,-9.850801825523376465e-01,-4.097635746002197266e-01,-1.682413458824157715e+00,-1.529679393768310547e+01,-3.073928833007812500e+00,-3.107008218765258789e+00,-8.366091728210449219e+00,-1.529522323608398438e+01
1.721522903442382812e+01,-4.372272338867187500e+02,-4.720271301269531250e+02,-4.820186767578125000e+02,-4.655520019531250000e+02,-4.708405761718750000e+02,-4.656473999023437500e+02,-4.746473693847656250e+02,-4.651460876464843750e+02,-4.611174926757812500e+02,-4.612196350097656250e+02,-4.665137634277343750e+02,-4.576848449707031250e+02,-4.610283508300781250e+02,-4.631263732910156250e+02,-4.605274963378906250e+02,-4.634102783203125000e+02,-4.642518005371093750e+02,-4.800516967773437500e+02,-4.672015991210937500e+02,-4.702536926269531250e+02,-4.780686340332031250e+02,-4.645896301269531250e+02,-4.699625549316406250e+02,-4.591686706542968750e+02,-4.551654052734375000e+02,-4.551646118164062500e+02,-4.548610534667968750e+02,-4.543284301757812500e+02,-4.554283142089843750e+02,-4.690123596191406250e+02,-4.567119750976562500e+02,-4.567187805175781250e+02,-4.620190429687500000e+02,-4.690194091796875000e+02
-5.716272735595703125e+01,-1.245266723632812500e+02,-1.271646270751953125e+02,-1.368849945068359375e+02,-1.213957672119140625e+02,-1.273216705322265625e+02,-1.218759307861328125e+02,-1.308232421875000000e+02,-1.210968170166015625e+02,-1.173593597412109375e+02,-1.174647521972656250e+02,-1.226625900268554688e+02,-1.138531112670898438e+02,-1.171769180297851562e+02,-1.191751480102539062e+02,-1.168332061767578125e+02,-1.196979904174804688e+02,-1.206892852783203125e+02,-1.366605377197265625e+02,-1.237984466552734375e+02,-1.266038894653320312e+02,-1.340913085937500000e+02,-1.210983428955078125e+02,-1.263921127319335938e+02,-1.152072830200195312e+02,-1.111866531372070312e+02,-1.111829147338867188e+02,-1.108871307373046875e+02,-1.103176116943359375e+02,-1.114176025390625000e+02,-1.250222549438476562e+02,-1.127303466796875000e+02,-1.127591400146484375e+02,-1.180276260375976562e+02,-1.250210266113281250e+02
3.149041938781738281e+01,1.113162994384765625e+01,7.220484733581542969e+00,-2.582316875457763672e+00,1.388632011413574219e+01,7.887244224548339844e+00,1.334930896759033203e+01,4.482790946960449219e+00,1.459370994567871094e+01,1.888518524169921875e+01,1.770947647094726562e+01,1.219986438751220703e+01,2.121347045898437500e+01,1.766075706481933594e+01,1.563571071624755859e+01,1.822098350524902344e+01,1.536849403381347656e+01,1.467367267608642578e+01,-1.114700317382812500e+00,1.115875911712646484e+01,8.342471122741699219e+00,7.339871525764465332e-01,1.385890579223632812e+01,8.360679626464843750e+00,1.958114433288574219e+01,2.359204483032226562e+01,2.359553527832031250e+01,2.389237785339355469e+01,2.447432327270507812e+01,2.337045288085937500e+01,9.473427772521972656e+00,2.175942802429199219e+01,2.173431777954101562e+01,1.646687507629394531e+01,9.473694801330566406e+00
2.656434249877929688e+01,-4.278781127929687500e+02,-4.297126770019531250e+02,-4.395776062011718750e+02,-4.229655151367187500e+02,-4.276542358398437500e+02,-4.226134643554687500e+02,-4.316145629882812500e+02,-4.220923156738281250e+02,-4.178698120117187500e+02,-4.187626037597656250e+02,-4.243730163574218750e+02,-4.155865783691406250e+02,-4.188833312988281250e+02,-4.208833312988281250e+02,-4.180865783691406250e+02,-4.215105285644531250e+02,-4.222099914550781250e+02,-4.374041442871093750e+02,-4.255143737792968750e+02,-4.283293151855468750e+02,-4.358042602539062500e+02,-4.228225708007812500e+02,-4.283177185058593750e+02,-4.173893432617187500e+02,-4.133836059570312500e+02,-4.133601684570312500e+02,-4.130647888183593750e+02,-4.124892578125000000e+02,-4.135916748046875000e+02,-4.272089538574218750e+02,-4.149211120605468750e+02,-4.149252014160156250e+02,-4.201984252929687500e+02,-4.271979980468750000e+02
